title,author (first last),author (last name),text,month,year,venue,edited by,form (if known),gender (if known),themes,second venue,published in (city),Magazine Type,Author Bio.
Uncle Joe on Shakespeare,A. Ashburn,Ashburn,"Shakespeare wuz a poet,
Dat had a pop'lar name,
I recken eberybody
Hab heard ob his great fame.

He useter talk 'bout honor
An 'writ erbout hit's worth,
Said a good name wuz better
Dan enyting on earth.

Said houses, lands, an' all sich t'ings
Yas! I t'ink he took in cash,—
W'an't de objec' ob dis life,
He simply called 'em trash.

He eben went far 'nuff ter say.
An ' bout hit he wuz sho',
By takin' al' his wealth fum him
Yer couldn't make 'im po.'

""De precious jewel uv my sol'
Am ma name ""he useter squall,
""An' him dat steals dat 'way fum me
Hab robbed me uv my all.""

I hate ter spute dat gent'mun,
Er call to him to halt
Hits mighty strange fer me ter be
Wid him a findin' fault.

But ef he wuz libin' now
An' seen t'ings mov' erlong,
An' seen des what's a-gwine on,
He'd sing ernudder song.

Dat t'ing is dun been turned eroun',
De name am now de trash,
An' ter make one po' in dis good day
You're got ter steal his cash.
",July,1907,Voice of the Negro,J. Max Barber,,male,"AAVE, Intertext",,Chicago,Predom. Black,,,,,,,,,,,,,,,,,,
A Song of Living,William Stanley Braithwaite,Braithwaite,"It is so good to be alive;
To have deep dreams; to greatly strive
Through the day's work; to dance and sing
Between the times of sorrowing
To have a clear faith in the end
That death is life's best, trustful friend.

To be alive-to hear and see
This wonderful, strange pageantry
Of earth, in which each hour's session
Brings forth a new unknown procession
Of joys- stars, flowers, seas and grass,
In ever new guise before me pass.

To have deep dreams -ah me, ah me,
To bring far things close by to see;
To have my voyaging soul explore
Beyond my body's ponderous door.
To make my love from a thousand graces,
Seen in a thousand women's faces.

To greatly strive-perform my share
Of work-for the world grows more fair
To him who measures time and fate
By what his laboring days create
For work is the voice that lifts to God
The adoration of the sod.

To dance and sing-my body's praise
For being fair in many ways.
It hath no other voice than this
To thank God for a moment's bliss
When art and heaven together trust
Joy to the perfection of the dust.

Times of sorrowing yea, to weep
To wash my soul with tears, and keep
It clean from earth's too constant gain,
Even as a flower needs the rain
To cool the passion of the sun,
And takes a fresh new glory on.

To have clear faith:--through good and ill
We but perform some conscious will
Higher than man's. The world at best
In all things doth but manifest
That God has set his eternal seal
Upon the unsubstantial real.
",January,1907,Voice of the Negro,J. Max Barber,,male,,,Chicago,Predom. Black,https://en.wikipedia.org/wiki/William_Stanley_Braithwaite,,,,,,,,,,,,,,,,,
Malaguena,William Stanley Braithwaite,Braithwaite,"I have named you Malaguéna,
   Malaguéna, Malaguéna
Though your eyes have never burned me,
Nor your lips have spake, and turned me
   In a whirl of mad delight.
But the many stars that whisper
   In the night,
And the vagrant winds that lisper
   Through the day
In the music of my dreams have learned to play
   Malaguéna, Malaguéna--

All things name you, Malaguéna,
   Malaguena, Malaguéna
Birds that sing in rangeless rapture,
And the glory that we capture
   From the coronated rose:
All the passion in the ocean's
   Ebbs and flows;
Ah, they fill me with emotions
   Hot as flame
When I seek you in the shadow of a name,
   Malaguéna, Malaguéna!

When I meet you, Malaguéna,
   Malaguéna, Malaguéna
Shall we stop and gaze in wonder?
Nav, like winds that meet in thunder
   We will close in tight embrace,
And my kisses flash like lightning
   On your face;
Then our souls will feel the tightning
   Each to each,
Till remoulded into one they break in speech,
   Malaguéna, Malaguéna!
",March,1907,Voice of the Negro,J. Max Barber,,male,"Travel-Migration-Great Migration, Caribbean",,Chicago,Predom. Black,https://en.wikipedia.org/wiki/William_Stanley_Braithwaite,,,,,,,,,,,,,,,,,
La Belle De Demerara,William Stanley Braithwaite,Braithwaite,"Her face was a fair olive hue;
Eyes like a tropic night when dew
Makes the air heavy to the sea's rim;
Figure like a willow, subtle, slim,
That had the grace of a young queen;
Hair, as the Empress Josephine
Fashioned, when Paris bowed to her
--La Belle de Demerara.

I see it all as in a dream
Georgetown's seawall, where the stream
Of Quality flows; among them moves
She, whom the city's pride approves,
What beauty gave and virtue crowned
When music charmed their lips to sound
This name their hearts bestowed on her,
--La Belle de Demerara.

Sir Francis Hincks, at Government House
On a gala night before her bows;
Out from England on duty sent
The Colonel of the regiment
Glides with her in the stately dance;
And in her soft vivacious glance
Chief-Justice Beaumont bends to her 
--La Belle de Demerara.

O Poet who sang of Dorothy Q.,
I have a great-grandmother too;
Born in a British colonial place,
Sent to learn Parisian grace;
Who won all hearts in her demesne
By the far deep blue Carribbean
And large is the debt I owe to her,
--La Belle de Demerara.
",June,1907,Voice of the Negro,J. Max Barber,,male,"Caribbean, Interracial-Mixed Race",,Chicago,Predom. Black,https://en.wikipedia.org/wiki/William_Stanley_Braithwaite,,,,,,,,,,,,,,,,,
Messengers of Dreams,William Stanley Braithwaite,Braithwaite,"My heart can tell them, every one,
The messengers of dreams that run
Above the tree -tops in the sun.

Whether of great or little worth
They carry the heart's desires forth
East and west and south and north.

I know the night will close them in—-
And they will meet the tempest's din—-
Ere they come to that far -off inn.

The inn that stands on the bourne ofhope,
Where Fear and Delight together cope
For victory on a little slope.

My heart can tell them, every one,
The returning messengers that run
Above the tree tops-in the sun. 
",July,1907,Voice of the Negro,J. Max Barber,,male,,,Chicago,Predom. Black,https://en.wikipedia.org/wiki/William_Stanley_Braithwaite,,,,,,,,,,,,,,,,,
Ephesus ,Benjamin Griffith Brawley,Brawley,"A mighty temple raised in the air,
   With piles of jewels, heaps of stone,
Ionic columns large and fair 
    And great Diana on her throne -- 
Such splendor did Demetrius
Bestow on ancient Ephesus.
And this was once the glorious scene 
    Of miles on miles of gilded things;
But now where once a famous queen
    Did reign, dull Silence sits and sings;
Of all the pomp that once was known 
Scarce lingers now one stone on stone. 
         Once here on this benighted spot
    Whose living live less than its dead,
A multitude did pray and plot, 
    Urged on by what a preacher said;
And men before God's throne did fall
When once they heard the words of Paul.
A heathen emperor's stern behest,
    Seven Christian brothers doomed to die,
Two hundred years in Coelian's breast,
    No thought of time that flitted by--
Such was the wonder of the spell
These youth awoke one day to tell.
A kingdom of the ancient world,
    The arms of Persia and of Rome,
Ten thousand souls to Hades hurled,
    And a world-conqueror's dream of home--
Such glory once the world did see;
But Alexander-- where is he?
And where is all the mighty host 
    That on Olympus sang and strove? 
Where are the gods those peaks did boast?
    Where now is Dian? Where is Jove?
All- all in Time's great bosom sleep;
Such secrets doth Oblivion keep. ",July,1907,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,Intertext,,Chicago,Predom. Black,https://en.wikipedia.org/wiki/Benjamin_Griffith_Brawley,,,,,,,,,,,,,,,,,
Sanctuary,Benjamin Griffith Brawley,Brawley,"I have drunk in the fullest measure 
    The draught of the Demon's flesh-wine,
And over the wrecks of my pleasure
    The lights of the lower world shine;
And now here to-night I am thinking 
     Of all the dark paths I have trod,
And I hate all the sin and the sinking 
    And want to go back to my God.
I am tired of the night and its yearnings, 
    I am tired of the pain in my breast;
I am weary of jealousy's burnings,
    And am longing for quiet and rest;
For the pain in my prison is pressing
Me down, and the Tempter is there---
I want to go back to the blessing
    And breath of a holier air.
O heart, you and I are but lovers ,
    And we love in the human way;
Even now in the darkness there hovers
    Around us the light of they day;
But we know just as sure as that gladness
    Is up in the heaven on high,
That our sinning is folly and madness
    And will bring its despair by and by 
So to-night while our warm hearts are beating
    And our blood surges up hot and bold,
While we once again are repeating 
    The story ten thousand years old,
May our hearts be uplifted, united,
    May the flesh see the fate it deserves,
May our love in its richness be lighted 
    By the best in ourselves that it serves.
I am weary of envy and sinning,
    I am weary of fever and strife, 
I turn myself now to the winning
    Of the best and the noblest in life;
What is better than love at its purest?
    What is worse than the love of the sod?
And the love that is firmest and surest 
    Is the love that is nearest God. ",October,1907,Voice of the Negro,"J.W.E. Bowen, J. Max Barber",,male,,,Chicago,Predom. Black,https://en.wikipedia.org/wiki/Benjamin_Griffith_Brawley,,,,,,,,,,,,,,,,,
Sandy Andy Lindy Mo,Louise Alston Burleigh,Burleigh,"Bes' new baby evah yet,
Looks real rich an' brown you bet;
Gwine give him long name sho'
Sandy Andy Lindy Mo'!

Names is all po' folks can git
An' I wont stint ma chile one bit;
""Bo'n in de Springtime---love fo' de hoe,""
Sandy Andy Lindy Mo'!

""Don' you peep out dat bed at me;
Think I's blin', and I can't see :---
Lord! I loves you! Does you know?
Sandy Andy Lindy Mo'!

Angels playin' hide an' seek
Lak deys knowed you mos' a week;
Hoppin', skippin' 'hind de do'
Sandy Andy Lindy Mo'!

See de daytime's fadin' fas'
Sleepman's got ma chile at las'
Coo an' smile an ' sleep an ' grow
Sandy Andy Lindy Mo'!",December ,1907,Colored American Magazine,Fred R. Moore,,female,,,New York,Predom. Black,,,,,,,,,,,,,,,,,,
Abraham Lincoln,Alexander F. Chamberlain,Chamberlain,"Caesar's memory dust shall be
While the world still honors thee!
Many another boasted name,
Grasping at eternal fame,
In forgotten dust shall lie,
Barren of our memory!
With the people one, thy face
Mirrors all our human race!
Deep within its soul, thy mind
Lives forever with mankind.
Age on age, thou man of men,
Gives thee common life again.
Caesar's kindred all must die,
Thou hast immortality!",January,1907,Voice of the Negro,J. Max Barber,,male,Abraham Lincoln,,Chicago,Predom. Black,,,,,,,,,,,,,,,,,,
To Joseph B. Foraker,James D. Corrothers,Corrothers,"We hail thee, valiant chieftain from the West!
Lo! twenty years we've seen thee dare to be
A knight! Tho' some might stoop to sly necromancy
For power in statehood, still thy soul's high quest
Was honor for the land thine honor blessed,
And justice for her sons of every degree.
Branding great wrongs and false ""diplomacy,""
Crusader, thou hast served thy country best!
The race must die that hath no noble men;
Ideals, not idols, make a people great!
""Do justice, tho' the heavens fall!"" again
The Roman call that roused the listless state
Thou sound'st, and, crying: ""Shame to give men less!""
Hast put thy race on trial by nobleness.",June,1907,Voice of the Negro,J. Max Barber,Sonnet,male,Brownsville Affair,,Chicago,Predom. Black,https://en.wikipedia.org/wiki/James_D._Corrothers,,,,,,,,,,,,,,,,,
Schakhe's Immortal Leap,A.D. Delaney,Delaney,"""Follow me, follow me,
Follow me downward!
On through Lethean vale,
Where'll come no Moslem's trail,
Where'll cease all earthly wail,
Follow me downward!

""Sisters, this choice is yours;
Turn back to your own doors,
Outraged by fiendish Moors,
Virtue discounting;
Or earthly life eschew,
Celestial life in view,
To thine own selves be true
Heavenward mounting!

""What anguish have we borne!
Sons, husbands from us torn,
Now desolate and forlorn,
Why hope for better?
Soon death can end our woe
In yon deep gulch below;
Then peace to us will flow,
Broken the fetter.

""See! Cello Bey is near;
His warlike host I hear,
With trumpets loud and clear,
Marching for slaughter.
They come in savage hordes,
With gleaming spears and swords,
List! These their cruel words:
'Kill every daughter!'

""Not to Mohammed we
Bend low with suppliant knee,
But to the Deity
God, Saviour, Spirit.
Him we shall e'er adore;
And Him we now implore
That when our days are o'er
Heaven we'll inherit.

""Let us repeat the cry;
Let us for freedom die,
While all the saints reply;
'Islam must perish.'
May the glorious cross be seen
By Abdul -Hamid e'en
As by Great Constantine
This hope we cherish.

""With unabated breath,
Leap, though awaits us death;
For that foul craven saith
We must be taken.
Then on with hastening feet,
Make our escape complete,
Knowing that Christ we'll greet
When we awaken!""

Then held they high in air
Their children. To the care
Of Him who heareth prayer
Commended their spirit;
And with unabated breath,
Down to the gulch beneath,
Down, down they plunged to death,
Heaven to inherit.

Oh, ye angels of the sky,
Bear the blessed news on high,
For the right they dared to die
Give them swift pinions!
Tell their noble deed in song
To the great and blood-washed throng
All the heavenly hosts among
Crown the Armenians!
",March,1907,Voice of the Negro,J. Max Barber,,male,"HBCU, Religion",,Chicago,Predom. Black,,,,,,,,,,,,,,,,,,
Song of the Smoke,W.E.B. Du Bois,Du Bois,"I am the Smoke King
I am black!
I am swinging in the sky,
I am wringing worlds awry;
I am the thought of the throbbing mills,
I am the soul of the soul-toil kills,
Wraith of the ripple of trading rills;
Up I’m curling from the sod,
I am whirling home to God;
I am the Smoke King
I am black.

I am the Smoke King,
I am black!
I am wreathing broken hearts,
I am sheathing love’s light darts;
Inspiration of iron times
Wedding the toil of toiling climes,
Shedding the blood of bloodless crimes—
Lurid lowering ’mid the blue,
Torrid towering toward the true,
I am the Smoke King,
I am black.

I am the Smoke King,
I am black!
I am darkening with song,
I am hearkening to wrong!
I will be black as blackness can—
The blacker the mantle, the mightier the man!
For blackness was ancient ere whiteness began.
I am daubing God in night,
I am swabbing Hell in white:
I am the Smoke King
I am black.

I am the Smoke King
I am black!
I am cursing ruddy morn,
I am hearsing hearts unborn:
Souls unto me are as stars in a night,
I whiten my black men—I blacken my white!
What’s the hue of a hide to a man in his might?
Hail! great, gritty, grimy hands—
Sweet Christ, pity toiling lands!
I am the Smoke King
I am black.
",February,1907,Horizon,W.E.B. Du Bois,Free Verse,male,"Labor, Racism",The Crisis,New York,Predom. Black,https://www.poetryfoundation.org/poets/w-e-b-du-bois,,,,,,,,,,,,,,,,,
A Faithful Friend,Silas X. Floyd,Floyd,"For many long years you have been my friend,
Faithful, unswerving and true,
And when others have mocked and rejected me
Safe comfort I've found in you.

Oft through the day and oft in the night,
When trouble loomed darkly around,
I have fled to your arms and forever and aye
Unmeasured peace have I found.

If I journey by land or travel at sea,
No matter how long I sojourn, 
When I'm back at home you give me a seat,
And welcome with warmth my return.

The world offers this and the world offers that,
But nowhere such rest have I known
As that which I find when you bear me up,
And I sit like a king on his throne.

Vexatious inquiries you never make,
And you never my thoughts disturb,
And whenever I wish to fall asleep
My wishes you don't try to curb.

I have known you so long and I love you so well
That by the eternal I swear
That nothing but death shall part me from you,
My dutiful study chair!
",January,1907,Voice of the Negro,J. Max Barber,,male,,,Chicago,Predom. Black,https://en.wikipedia.org/wiki/Silas_X._Floyd,,,,,,,,,,,,,,,,,
Wayside,Silas X. Floyd,Floyd,"Wife, I's been down to de city,
An' I's come back home to stay,
Whar de sunshine loves to lingah
And de robins sing all day.
I's done seen de crowds o' people,
Jes' a-runnin' to an' fro,
Lak day all done los' day senses
An' was gwine to hunt fo' mo.'

I stood roun' f'om mo'n tell sunset,
An' nobody shook my han',
An' d'ain't a soul said ""Hello!""
'Cause day's jes' so rich an' gran';
An' amid dat th'ong an ' bustle,
Up an' down de Broadway street,
I'se gwine tell you I prayed manful '
Jes' a few home-folks to meet!

An' at night it wa'n't no bettah,
'Neaf de mighty 'lectric lights 
W'v, de crowds day got heap biggah,
An' I nevah seen sich sights!
But I t'ought o' othah evenin's,
'Neaf de quiet, res'ful moon,
An' I kep' on sayin' easy,
""Wife, I sho' gwine come back soon.""

An' so hyar I is, Malindy,
An' I's feelin' mighty fine,
Jes' to git back to de country,
An' dis little wife o' mine.
Whar de sunshine loves to lingah
An' de robins sing all day!
An' I tell you now, Malindy,
Dat's I's come back home to stay.
",January,1907,Voice of the Negro,J. Max Barber,,male,AAVE,,Chicago,Predom. Black,https://en.wikipedia.org/wiki/Silas_X._Floyd,,,,,,,,,,,,,,,,,
Our President,Silas X. Floyd,Floyd,"Our President, Our President,
A mighty man is He!
His like on all the thrones of earth
We could not hope to see.

Our nation is, our nation is 
A little babe to Him;
He pets us soft or spanks us hard,
According to His whim.

With vision rare, with vision rare
He sweeps the future wide,
And then sits down and writes a note
About ""Race Suicide.""

When Parker's charge, when Parker's charge
Created quite a stir,
With chattering teeth our Ruler wrote:
""You're a base liar, Sir.""

When Bowen said, when Bowen said
That Loomis had turned a trick,
Our Ruler sent a line to say:
""Step down and out right quick.""

Some Boston men, some Boston men
Were given an interview,
And when they said what He had said,
He wrote: ""That isn't true.""

B. Storer's wife, B. Storers ' wife
One day to the Vatican went,
And then this note: ""Come back! Come back!""
Our Ruler to B. S. sent.

He sent some men, He sent some men
To dig the Isthmian door;
And then He went to see Himself,
And then-He wrote some more.

""Our spelling's bad, our spelling's bad,""
Said Andrew C. one day,
And then for ""Spelling Simplified,""
He wrote without delay.

The Negro troops, the Negro troops
Got on a tare one night,
And then he stayed up all night long
Ten thousand words to write!

Oh, yes, Oh, yes! Oh, yes, Oh, yes!
He's a mighty man, I know
And when he takes His pen in hand
Somebody's got to go!
",March,1907,Voice of the Negro,J. Max Barber,,male,,,Chicago,Predom. Black,https://en.wikipedia.org/wiki/Silas_X._Floyd,,,,,,,,,,,,,,,,,
Beyond the Hill,Silas X. Floyd,Floyd,"Up the long hill atoiling,
From dawn till set of sun,
And O that I knew, my Master,
What waits me when toil is done.

Before me the hill,looms darkly,
My steps few joys attend,
Forgive me, O my Master,
But I would that I knew the end.

Am I to plod on through darkness
To darkness deeper yet?
Is there to be no morning
When my last sun is set?

Out of the dark comes the answer.
Faith speaks - O my soul, be still!
The light of eternal morning
Is shining beyond the hill!
",June,1907,Voice of the Negro,J. Max Barber,,male,,,Chicago,Predom. Black,https://en.wikipedia.org/wiki/Silas_X._Floyd,,,,,,,,,,,,,,,,,
I Make My Bed of Roses,T. Thomas Fortune,Fortune,"I make my bed of roses sweet!
I scorn the frowns of envious Fate!
I will my careless song repeat
While 'round may surge contending hate!
For life is what we make it still,
And I am master of my will.
Then let me quaff life's nectar wine
And live, a lord, the passing hour;
The world, and all therein, is mine,
Of fame or wealth or transient power;
For he, indeed, is all supreme
Whose dream of life is all a dream.",July,1907,Colored American Magazine,Fred R. Moore,,male,,Dreams of Life,Boston,Predom. Black,https://en.wikipedia.org/wiki/Timothy_Thomas_Fortune,,,,,,,,,,,,,,,,,
The Diamond Ring,Powell W. Gibson,Gibson,"A dandy looking drummer
   While in a Southern town
Was accosted by a bootblack
   Of complexion dusky brown;
Whose crownless hat and patches
   Was a puzzle to behold,
And how they stayed upon him
   Is a mystery untold.

Said the bootblack, ""Have er shine, Boss?
   Only cost a haf a dime,
And your shoes will take your picture
   In about three minutes' time.""
Soon the bargain was completed
   And quite soon the work was done,
Then the drummer with the bootblack
   Thought to have a bit of fun.

Said he, ""Jake, I cannot pay you
   For my purse I've failed to bring.
How'd you like to take in payment
  This expensive diamond ring?""
Then with weird and comic gestures,
   With intense affected pride,
And with sparkling eyes triumphant
  Jake in cunning tones replied:

""Go' long, Boss, an' quit yer foolin,'
   Aain't gwi' do no sich a thing,
'Cause de police sho to 'rest me 
   Ef dev ketch me wid dat ring.
'Cause dey sho gwi' say I stoled it
   Jes to take somewhere to sell.
Dev kin see I didn't buy it 
   Rags an' diamonds don't match well.""

""No! no! Boss, jes keep dat diamond
   Fer hard luck some other time;
All I axes ub you, mistah,
   Gib ter me ma haf a dime.
",October,1907,Voice of the Negro,J. Max Barber,,male,"AAVE, Labor",,Chicago,Predom. Black,,,,,,,,,,,,,,,,,,
The Twenty-Fifth Infantry,T. Grant Gilmore,Gilmore,"Come, boys! there's a call to arms. 
Our country needs our and 
Don't think of home and loved ones, 
Come, fall in the grade 

You know the fathers of this land 
Who died that she be free 
Are looking for us to uphold 
The flag of Liberty 

And so they did etch noble black 
Went forth to face the foe, 
Whose heart was light for country's cause 
While home was desolate with woe 

Loved ones praved to God above. 
To spite them with His might. 
That they return with honor 
To their home and land of right

And God did spare that noble band 
To return to home and friends. 
They are an honor to their race 
They stand like noble men. 

Back to regular duty, 
Stationed here and there, 
Though in the service of Uncle Sam 
Not welcomed anywhere. 

What means this feeling of hatred? 
Are we not one of this country’s sons?
Have we not done our duty, 
Each and every one? 

Well, we'll not complain, comrades, 
Our forefathers suffered before: 
We'll do our duty like soldiers 
As they did in days of yore.

But remember there's a bitter feeling
That is moving through the land
And no matter whatever happens
We will stand un man for me.

From Washington came the order
To the 25th Infantry renowned
You will move with the battalion
And  be stationed at Fort Brown

It was on the night of the 12th
[Illegible] 
While de tending then iives of Brownsville
[Illegible]
[Illegible stanza]

The shooting, then became general, 
Each man's life was in his hands; 
On the [date] of August, at Brownsville, 
Came a sorrow o'er this land.

Then came the investigation 
Ordered by the Commander-in-Chief, 
To bring to a Southern bar for trial. 
To add more to their grief 

“Now tell who did the shooting 
And how it all begun;"" 
But not one word escaped their lips
That noble band stood mum. 

Well, if you will shield the guilty 
Your fame as soldiers is erased: 
You are discharged, every man of you, 
Dishonored and disgraced.

Ah but who can say dishonor .
In the land of toil and strife,
When men stand by their comrades
For the protection of their life.

In justice to their comrades,
In justice to their home,
We'll await that final tribunal
When God sits on His throne.

All hail the power of Jesus's name,
Let angels prostrate fall:
Bring forth the royal diadem
And crown Him Lord of all.""",January,1907,Colored American Magazine,Fred R. Moore,,male,"Spanish-American War, Patriotism, Lynching and Racialized Violence",,New York,Predom. Black,,,,,,,,,,,,,,,,,,
The Crown,Gardner Goldsby,Goldsby,"Just a tiny little dewdrop,
In a tiny little cell,
And, although it spoke no language
Far as common folk could tell
Yet by means of unseen conduits,
Built by Nature to the soul
From the crystal little dewdrop,
What awondrous message stole!

He who sent the crystal dewdrop
That bedecks the petal rare,
Like a tiny ball of beauty
Nestling on its bosom fair,
Will reward each faithful worker,
When the day of life shall close,
With a crown that gleams in splendor
Like the dewdrop on the rose.
",March,1907,Voice of the Negro,J. Max Barber,,male,,,Chicago,Predom. Black,,,,,,,,,,,,,,,,,,
A Page of Life,Gardner Goldsby,Goldsby,"Like the page on which we write,
Every day comes spotless white
   From the Great Unseen:

Let us use the hours with care,
That no blurs the scroll may bear
   But a record clean.
",June,1907,Voice of the Negro,J. Max Barber,,male,,,Chicago,Predom. Black,,,,,,,,,,,,,,,,,,
Limericks,Will H. Hendrickson,Hendrickson,"There was a young man named Frye,
Who on his eye had a sty.
He got in his gig,
Went and bought him a pig
To put in the sty on his eye!

There was a young man of Pauline,
Who bought a new sewing machine.
Said he: ""This will do
To sow my oats, too;""
The farmer, you know, was quite green.

The old game rooster bowed low
To a hen; then said: ""I'm your beau.""
Said the hen of his choice:
""I don't like your voice,
For it sounds too much like a crow!""

There was a young woman of Lee,
Who had a shape like a ""b"";
One day 'twas too bad!
She dropped off her pad,
And her shape was like ""L,"" you could see!
",May ,1907,Voice of the Negro,J. Max Barber,,male,Limerick,,Chicago,Predom. Black,https://digitalcollections.nypl.org/items/510d47de-5180-a3d9-e040-e00a18064a99,,,,,,,,,,,,,,,,,
Selfishness,Will H. Hendrickson,Hendrickson,"Gone are the roses that blossomed
While the withered buds remain,
Greedily hugging their sweetness
Till the very thought gives pain.

Gone are the souls that blossomed,
While the withered buds remain
Eagerly grasping life's blessings,
Nor giving them back again.

What to the world is the flower
That fills not the air with its scent?
What to the world is the creature
Whose life for himself is spent?",April,1907,Colored American Magazine,Fred R. Moore,,male,,,New York,Predom. Black,https://digitalcollections.nypl.org/items/510d47de-5180-a3d9-e040-e00a18064a99,,,,,,,,,,,,,,,,,
The Hammers,Ralph Hodgson,Hodgson,"Noise of hammers once I heard,
Many hammers, busy hammers,
Beating, shaping, night and day,
Shaping, beating dust and clay
To a palace; saw it reared;
Saw the hammers laid away.

And I listened, and I heard
Hammers beating, night and day,
In the palace newly reared,
Beating it to dust and clay,
Other hammers, muffled hammers,
Silent hammers of decay.",May,1907,Colored American Magazine,Fred R. Moore,,male,,,New York,Predom. Black,,,,,,,,,,,,,,,,,,
Life,J. Francis Lee,Lee,"Human life is naught but vapor,
Tossed and driven as the haze
Fleeting as the breath of flowers
Or the dews on Autumn maize;
'Tis a hill midst thorns and thistles
That the pilgrim's bound to scale,
And in climbing toward the summit,
Some will win and some must fail.

Life's a brook whose sweetest music
Lulls the fainting soul to sleep,
And its lullaby entrancing
Through the love-lit valleys sweep.
Truly life's amighty ocean,
With its hurricanes and death,
While both weeping maids and mothers
Linger near with faltering breath.

Somewhere life had its beginning,
As the streams that glide along
In the sunshine of the morning,
Singing oft a happy song.
And this life will have its ending
As the sun at vesper goes,
When the veil of night is dropping
Noiseless to its long repose.
",January,1907,Voice of the Negro,J. Max Barber,,male,,,Chicago,Predom. Black,,,,,,,,,,,,,,,,,,
When Grandpa Spent De Night,Margaret P. Lorick,Lorick,"De chillun all wuz grinnin',
An' ev'ything wuz bright;
'Cause we alluz had a good time
When grandpa spent de night.

Whenevah mama started
To say a word to us,
Den grandpa he would pitch in
An' make a great big fuss.

He'd alluz bring us candy,
Apples an' ground-peas, too,
An' he'd give 'em to us chillun
To me an' Dave and Sue.

Dere'd be sump'n fo' baby
Peaches er sump'n good
Ouah grandpa was de bes' man
In all de neighborhood.

Ef he give de babe a nickel,
Dat sho ' would start a fight,
'Cause each one wanted money,
When grandpa spent de night.

De neighbors' chilluns come in—-
To see 'em wuz a sight
'Cause ev'ybody knowed when
Ouah grandpa spent de night.

Dem good old days is vanished
Dey's all done passed away,
An, a wooden slab is standin'
Above whar grandpa lay.

Each time I git to thinkin'
Uv me an' him apart,
A little bit er sadness
Comes creepin' in my heart.

An' den de angel whispers
""Jes' keep yo' soul pure white,
An' den you'll wake some mawnin'
Whar grandpa spends de night!""
",May ,1907,Voice of the Negro,J. Max Barber,,female,,,Chicago,Predom. Black,,,,,,,,,,,,,,,,,,
When,George Reginald Margetson,Margetson,"When shall my hand and heart be free
To try the far off heights of Fame,
On her fair page to write my name
And shine till Time shall cease to be?

When shall my soul take wings and mount
To that proud shrine where Glory stands,
And beckons me with willing hands,
To come and lave me at her fount?

I cannot gain the means to rise,
Denied am I the right to soar,
Because I'm black, because I'm poor
Would men their fellowman despise?

And yet There is my natural bent,
I have the gift in endles flow,
I have the will to make it glow,
But cruel Fate will not consent.

And so I move as doth a ball,
Upon the bosom of the tide,
Unable its own course to guide,
Obeys the ever -breaking squall.

But lest my years for naught be spent
In drifting aimless o'er the tide,
I'll wrest the rudder of my pride
And steer Life's barque to where 'tis bent.
",October,1907,Voice of the Negro,J. Max Barber,,male,Progress-and-Racial Uplift,,Chicago,Predom. Black,https://poets.org/poet/george-reginald-margetson,,,,,,,,,,,,,,,,,
Ecstasy,Azalia E. Martin,Martin,"The poet pens with busy brain
A joyous little song;
He reads it o'er and o'er again,
It cheers his soul along.
How often a wounded heart it heals,
To the sad and lone brings mirth,
But the ecstacy that the poet feels
Is greater than wealth of earth.

The sculptor sees in the rugged stone,
Beauties that few may see,
He chisels away with his thoughts alone
To set that beauty free.
Would the sculptor barter his soul's delight
When he views that finished mold,
For a king's vast wealth or a monarch's might
Or aught that the world might hold?

Soft music's strain may charm the ear
Of the listener all intent,
Then he seems to feel his heaven near
And his soul filled with content.
But he who sets that music free
Its ecstacy can tell,
Within his soul there joy can be
Where the Infinite may dwell.

Within some household, lone and still,
Some humble one may move,
Who quietly doeth the Master's will
And every wrong reprove.
The skilled musician, poet, all,
May know of higher life;
But ecstacy rules in this hall,
This home that knows not strife.
",January,1907,Voice of the Negro,J. Max Barber,,female,,,Chicago,Predom. Black,https://bluetigercommons.lincolnu.edu/lll/15/,,,,,,,,,,,,,,,,,
